frame,time_s,NIK-F0_NRMSE,NIK-F0_SSIM,NIK-F0_PSNR,NIK-F0_HaarPSI,NIK-sub5_NRMSE,NIK-sub5_SSIM,NIK-sub5_PSNR,NIK-sub5_HaarPSI,NIK-sub12_NRMSE,NIK-sub12_SSIM,NIK-sub12_PSNR,NIK-sub12_HaarPSI,NIK-sub16_NRMSE,NIK-sub16_SSIM,NIK-sub16_PSNR,NIK-sub16_HaarPSI,NIK-free_NRMSE,NIK-free_SSIM,NIK-free_PSNR,NIK-free_HaarPSI,GRASP-Pro_NRMSE,GRASP-Pro_SSIM,GRASP-Pro_PSNR,GRASP-Pro_HaarPSI,CS-file_NRMSE,CS-file_SSIM,CS-file_PSNR,CS-file_HaarPSI
266,139.09,0.0188,0.9279,34.5067,0.7538,0.0205,0.9233,33.7634,0.7290,0.0207,0.9259,33.6786,0.7539,0.0191,0.9273,34.3979,0.7564,0.0240,0.9133,32.3949,0.6688,0.0055,0.9919,45.2260,0.9410,0.0235,0.8777,32.5746,0.6013
267,139.61,0.0189,0.9278,34.4834,0.7535,0.0205,0.9233,33.7641,0.7290,0.0207,0.9259,33.6776,0.7540,0.0191,0.9273,34.3940,0.7565,0.0240,0.9134,32.4032,0.6689,0.0068,0.9902,43.2942,0.9373,0.0236,0.8745,32.5517,0.5951
268,140.14,0.0189,0.9277,34.4595,0.7531,0.0205,0.9233,33.7654,0.7290,0.0207,0.9259,33.6767,0.7540,0.0191,0.9273,34.3902,0.7565,0.0240,0.9135,32.4119,0.6690,0.0093,0.9853,40.6284,0.9138,0.0235,0.8766,32.5964,0.6021
269,140.66,0.0190,0.9277,34.4347,0.7528,0.0205,0.9233,33.7672,0.7291,0.0207,0.9259,33.6756,0.7541,0.0191,0.9272,34.3867,0.7565,0.0239,0.9136,32.4209,0.6691,0.0065,0.9894,43.7127,0.9259,0.0232,0.8773,32.6757,0.6075
270,141.18,0.0190,0.9276,34.4092,0.7524,0.0205,0.9234,33.7695,0.7291,0.0207,0.9259,33.6743,0.7541,0.0191,0.9272,34.3837,0.7565,0.0239,0.9137,32.4305,0.6692,0.0095,0.9857,40.4262,0.9143,0.0233,0.8779,32.6574,0.6060
271,141.70,0.0191,0.9275,34.3829,0.7520,0.0205,0.9234,33.7721,0.7292,0.0207,0.9258,33.6731,0.7542,0.0191,0.9272,34.3811,0.7566,0.0239,0.9138,32.4404,0.6694,0.0067,0.9897,43.5268,0.9360,0.0233,0.8781,32.6563,0.6059
272,142.22,0.0192,0.9274,34.3559,0.7516,0.0205,0.9234,33.7747,0.7292,0.0207,0.9258,33.6730,0.7543,0.0191,0.9272,34.3792,0.7566,0.0238,0.9139,32.4502,0.6695,0.0076,0.9864,42.4281,0.9164,0.0232,0.8783,32.6922,0.6027
273,142.75,0.0192,0.9273,34.3282,0.7512,0.0205,0.9234,33.7773,0.7293,0.0207,0.9258,33.6748,0.7544,0.0191,0.9272,34.3777,0.7566,0.0238,0.9140,32.4596,0.6696,0.0085,0.9867,41.3970,0.9221,0.0233,0.8777,32.6599,0.6027
274,143.27,0.0193,0.9272,34.2998,0.7507,0.0205,0.9235,33.7794,0.7294,0.0207,0.9258,33.6788,0.7545,0.0191,0.9271,34.3767,0.7567,0.0238,0.9141,32.4691,0.6696,0.0054,0.9918,45.3765,0.9451,0.0234,0.8772,32.6280,0.5978
275,143.79,0.0193,0.9271,34.2707,0.7503,0.0205,0.9235,33.7810,0.7295,0.0207,0.9258,33.6850,0.7545,0.0191,0.9271,34.3760,0.7567,0.0238,0.9142,32.4783,0.6697,0.0075,0.9857,42.4660,0.9169,0.0233,0.8782,32.6645,0.6043
276,144.31,0.0194,0.9270,34.2409,0.7498,0.0205,0.9235,33.7821,0.7296,0.0207,0.9258,33.6927,0.7546,0.0191,0.9271,34.3757,0.7568,0.0237,0.9143,32.4868,0.6698,0.0069,0.9891,43.2051,0.9368,0.0234,0.8783,32.6107,0.6115
277,144.83,0.0195,0.9270,34.2104,0.7494,0.0205,0.9235,33.7826,0.7296,0.0207,0.9258,33.7006,0.7546,0.0191,0.9271,34.3757,0.7569,0.0237,0.9143,32.4948,0.6698,0.0066,0.9898,43.6431,0.9310,0.0231,0.8790,32.7102,0.6062
278,145.35,0.0195,0.9269,34.1793,0.7489,0.0205,0.9236,33.7827,0.7297,0.0206,0.9257,33.7071,0.7546,0.0191,0.9271,34.3759,0.7571,0.0237,0.9144,32.5016,0.6698,0.0067,0.9878,43.4967,0.9280,0.0231,0.8802,32.7198,0.6090
279,145.88,0.0196,0.9268,34.1476,0.7485,0.0205,0.9236,33.7828,0.7298,0.0206,0.9257,33.7108,0.7546,0.0191,0.9271,34.3765,0.7572,0.0237,0.9144,32.5069,0.6698,0.0068,0.9896,43.3368,0.9363,0.0235,0.8770,32.5929,0.6007
280,146.40,0.0197,0.9267,34.1152,0.7480,0.0205,0.9236,33.7833,0.7298,0.0206,0.9256,33.7107,0.7546,0.0191,0.9271,34.3775,0.7573,0.0237,0.9145,32.5115,0.6698,0.0077,0.9870,42.2679,0.9215,0.0234,0.8740,32.6005,0.5959
281,146.92,0.0198,0.9266,34.0822,0.7475,0.0205,0.9236,33.7845,0.7298,0.0206,0.9255,33.7064,0.7546,0.0191,0.9271,34.3788,0.7574,0.0237,0.9145,32.5145,0.6698,0.0062,0.9902,44.1608,0.9375,0.0233,0.8784,32.6617,0.6071
282,147.44,0.0198,0.9265,34.0486,0.7470,0.0204,0.9236,33.7867,0.7298,0.0207,0.9255,33.6978,0.7546,0.0191,0.9271,34.3805,0.7575,0.0237,0.9145,32.5167,0.6697,0.0080,0.9872,41.9203,0.9188,0.0233,0.8763,32.6401,0.6031
283,147.96,0.0199,0.9264,34.0144,0.7465,0.0204,0.9236,33.7900,0.7298,0.0207,0.9254,33.6858,0.7546,0.0191,0.9271,34.3824,0.7576,0.0237,0.9145,32.5169,0.6697,0.0076,0.9868,42.3328,0.9231,0.0231,0.8765,32.7193,0.5989
284,148.49,0.0200,0.9262,33.9797,0.7460,0.0204,0.9236,33.7941,0.7298,0.0207,0.9253,33.6712,0.7547,0.0191,0.9272,34.3844,0.7577,0.0237,0.9145,32.5163,0.6696,0.0072,0.9904,42.9034,0.9344,0.0231,0.8795,32.7277,0.6105
285,149.01,0.0201,0.9261,33.9444,0.7455,0.0204,0.9236,33.7987,0.7298,0.0208,0.9251,33.6553,0.7547,0.0191,0.9272,34.3863,0.7577,0.0237,0.9145,32.5143,0.6696,0.0091,0.9841,40.7926,0.9033,0.0232,0.8782,32.7002,0.6050
286,149.53,0.0202,0.9260,33.9085,0.7449,0.0204,0.9236,33.8035,0.7298,0.0208,0.9250,33.6393,0.7547,0.0191,0.9272,34.3880,0.7578,0.0237,0.9145,32.5119,0.6695,0.0068,0.9897,43.3844,0.9333,0.0231,0.8777,32.7389,0.5956
287,150.05,0.0202,0.9259,33.8722,0.7444,0.0204,0.9236,33.8080,0.7297,0.0208,0.9249,33.6239,0.7547,0.0191,0.9272,34.3892,0.7579,0.0237,0.9144,32.5076,0.6694,0.0091,0.9876,40.8120,0.9090,0.0231,0.8789,32.7284,0.6049
288,150.57,0.0203,0.9258,33.8353,0.7438,0.0204,0.9236,33.8119,0.7297,0.0209,0.9249,33.6098,0.7547,0.0191,0.9272,34.3901,0.7580,0.0237,0.9144,32.5032,0.6693,0.0091,0.9841,40.8269,0.8995,0.0234,0.8736,32.6156,0.5983
289,151.10,0.0204,0.9257,33.7979,0.7433,0.0204,0.9236,33.8150,0.7297,0.0209,0.9248,33.5970,0.7547,0.0191,0.9272,34.3905,0.7581,0.0237,0.9143,32.4980,0.6692,0.0070,0.9917,43.1223,0.9455,0.0231,0.8769,32.7159,0.6073
290,151.62,0.0205,0.9256,33.7600,0.7428,0.0204,0.9236,33.8173,0.7298,0.0209,0.9247,33.5856,0.7548,0.0191,0.9272,34.3906,0.7581,0.0237,0.9143,32.4929,0.6691,0.0110,0.9824,39.1678,0.8732,0.0228,0.8809,32.8456,0.6176
291,152.14,0.0206,0.9255,33.7217,0.7423,0.0204,0.9236,33.8190,0.7298,0.0210,0.9247,33.5753,0.7548,0.0191,0.9272,34.3904,0.7582,0.0237,0.9142,32.4870,0.6690,0.0082,0.9875,41.7278,0.9116,0.0231,0.8770,32.7099,0.6058
292,152.66,0.0207,0.9253,33.6829,0.7418,0.0204,0.9237,33.8202,0.7298,0.0210,0.9246,33.5661,0.7549,0.0191,0.9272,34.3902,0.7583,0.0238,0.9142,32.4821,0.6690,0.0094,0.9894,40.5320,0.9302,0.0232,0.8754,32.6765,0.6028
293,153.18,0.0208,0.9252,33.6436,0.7413,0.0204,0.9237,33.8211,0.7299,0.0210,0.9246,33.5579,0.7549,0.0191,0.9272,34.3900,0.7584,0.0238,0.9141,32.4773,0.6689,0.0095,0.9859,40.4597,0.8928,0.0230,0.8779,32.7800,0.6037
294,153.71,0.0209,0.9251,33.6040,0.7408,0.0204,0.9237,33.8221,0.7299,0.0210,0.9246,33.5509,0.7550,0.0191,0.9272,34.3901,0.7585,0.0238,0.9141,32.4734,0.6689,0.0083,0.9904,41.6031,0.9218,0.0233,0.8740,32.6637,0.5966
295,154.23,0.0210,0.9250,33.5639,0.7403,0.0204,0.9237,33.8232,0.7299,0.0210,0.9246,33.5451,0.7551,0.0191,0.9272,34.3904,0.7586,0.0238,0.9141,32.4700,0.6688,0.0128,0.9830,37.8479,0.8889,0.0232,0.8763,32.6902,0.6020
296,154.75,0.0211,0.9248,33.5234,0.7397,0.0204,0.9237,33.8245,0.7300,0.0210,0.9247,33.5406,0.7552,0.0191,0.9272,34.3912,0.7586,0.0238,0.9140,32.4676,0.6688,0.0082,0.9891,41.6998,0.9150,0.0231,0.8789,32.7264,0.6036
297,155.27,0.0212,0.9247,33.4825,0.7393,0.0204,0.9237,33.8260,0.7300,0.0210,0.9247,33.5376,0.7553,0.0191,0.9272,34.3922,0.7587,0.0238,0.9140,32.4661,0.6688,0.0111,0.9880,39.1011,0.9138,0.0232,0.8765,32.7046,0.6051
298,155.79,0.0213,0.9246,33.4413,0.7388,0.0204,0.9237,33.8276,0.7300,0.0210,0.9247,33.5360,0.7553,0.0191,0.9272,34.3936,0.7588,0.0238,0.9140,32.4659,0.6688,0.0142,0.9786,36.9436,0.8625,0.0229,0.8798,32.8113,0.6117
299,156.32,0.0214,0.9244,33.3997,0.7383,0.0203,0.9237,33.8292,0.7300,0.0210,0.9247,33.5355,0.7554,0.0191,0.9272,34.3951,0.7588,0.0238,0.9140,32.4665,0.6687,0.0080,0.9895,41.9037,0.9228,0.0231,0.8787,32.7346,0.6027
300,156.84,0.0215,0.9243,33.3577,0.7378,0.0203,0.9237,33.8308,0.7300,0.0210,0.9247,33.5358,0.7555,0.0191,0.9272,34.3967,0.7589,0.0238,0.9140,32.4681,0.6687,0.0150,0.9820,36.4986,0.8872,0.0234,0.8745,32.6202,0.5967
301,157.36,0.0216,0.9242,33.3155,0.7373,0.0203,0.9237,33.8322,0.7300,0.0210,0.9247,33.5364,0.7555,0.0191,0.9272,34.3983,0.7590,0.0238,0.9140,32.4705,0.6688,0.0107,0.9862,39.4048,0.9008,0.0232,0.8763,32.6928,0.6059
302,157.88,0.0217,0.9240,33.2728,0.7368,0.0203,0.9237,33.8337,0.7300,0.0210,0.9247,33.5368,0.7556,0.0191,0.9272,34.3997,0.7591,0.0238,0.9141,32.4738,0.6688,0.0078,0.9897,42.1408,0.9269,0.0230,0.8783,32.7489,0.6108
303,158.40,0.0218,0.9239,33.2299,0.7363,0.0203,0.9238,33.8353,0.7300,0.0210,0.9247,33.5367,0.7556,0.0191,0.9272,34.4010,0.7592,0.0238,0.9141,32.4777,0.6688,0.0183,0.9746,34.7515,0.8540,0.0228,0.8799,32.8323,0.6095
304,158.92,0.0219,0.9237,33.1867,0.7358,0.0203,0.9238,33.8370,0.7300,0.0210,0.9247,33.5358,0.7556,0.0190,0.9273,34.4021,0.7593,0.0238,0.9142,32.4824,0.6689,0.0080,0.9913,41.9858,0.9307,0.0229,0.8806,32.7959,0.6122
305,159.45,0.0220,0.9236,33.1432,0.7353,0.0203,0.9238,33.8390,0.7301,0.0211,0.9246,33.5341,0.7556,0.0190,0.9273,34.4030,0.7594,0.0237,0.9142,32.4874,0.6689,0.0081,0.9891,41.8077,0.9313,0.0227,0.8815,32.8802,0.6133
306,159.97,0.0221,0.9235,33.0995,0.7348,0.0203,0.9238,33.8412,0.7301,0.0211,0.9245,33.5316,0.7556,0.0190,0.9273,34.4036,0.7595,0.0237,0.9143,32.4930,0.6690,0.0154,0.9784,36.2300,0.8703,0.0227,0.8813,32.8961,0.6121
307,160.49,0.0222,0.9233,33.0554,0.7343,0.0203,0.9238,33.8436,0.7302,0.0211,0.9244,33.5286,0.7556,0.0190,0.9273,34.4041,0.7597,0.0237,0.9143,32.4983,0.6691,0.0066,0.9927,43.5845,0.9419,0.0227,0.8822,32.8784,0.6081
308,161.01,0.0224,0.9232,33.0112,0.7338,0.0203,0.9238,33.8459,0.7303,0.0211,0.9243,33.5255,0.7555,0.0190,0.9273,34.4043,0.7598,0.0237,0.9144,32.5046,0.6691,0.0102,0.9849,39.8175,0.9132,0.0228,0.8813,32.8543,0.6071
309,161.53,0.0225,0.9230,32.9666,0.7333,0.0203,0.9238,33.8480,0.7304,0.0211,0.9242,33.5224,0.7555,0.0190,0.9273,34.4044,0.7599,0.0237,0.9144,32.5117,0.6692,0.0097,0.9874,40.2419,0.9159,0.0227,0.8828,32.8764,0.6188
310,162.06,0.0226,0.9229,32.9219,0.7328,0.0203,0.9238,33.8498,0.7305,0.0211,0.9241,33.5199,0.7555,0.0190,0.9273,34.4044,0.7601,0.0237,0.9145,32.5183,0.6693,0.0062,0.9924,44.1813,0.9459,0.0226,0.8825,32.9099,0.6148
311,162.58,0.0227,0.9227,32.8770,0.7323,0.0203,0.9238,33.8511,0.7306,0.0211,0.9240,33.5180,0.7554,0.0190,0.9273,34.4044,0.7602,0.0236,0.9145,32.5259,0.6695,0.0133,0.9786,37.5277,0.8833,0.0225,0.8828,32.9448,0.6086
312,163.10,0.0228,0.9225,32.8318,0.7318,0.0203,0.9238,33.8518,0.7308,0.0211,0.9239,33.5168,0.7553,0.0190,0.9273,34.4043,0.7603,0.0236,0.9146,32.5343,0.6696,0.0063,0.9916,44.0649,0.9387,0.0226,0.8838,32.8997,0.6118
313,163.62,0.0229,0.9224,32.7865,0.7313,0.0203,0.9238,33.8523,0.7309,0.0211,0.9239,33.5163,0.7553,0.0190,0.9273,34.4043,0.7604,0.0236,0.9147,32.5436,0.6698,0.0069,0.9908,43.2452,0.9419,0.0227,0.8798,32.8637,0.5998
314,164.14,0.0231,0.9222,32.7409,0.7308,0.0203,0.9238,33.8525,0.7310,0.0211,0.9238,33.5162,0.7552,0.0190,0.9273,34.4044,0.7606,0.0236,0.9148,32.5527,0.6700,0.0109,0.9828,39.2691,0.9039,0.0226,0.8814,32.9089,0.6035
315,164.67,0.0232,0.9221,32.6952,0.7303,0.0203,0.9238,33.8528,0.7311,0.0211,0.9237,33.5163,0.7552,0.0190,0.9273,34.4047,0.7607,0.0235,0.9149,32.5634,0.6702,0.0062,0.9904,44.1932,0.9322,0.0225,0.8818,32.9559,0.6126
316,165.19,0.0233,0.9219,32.6494,0.7297,0.0203,0.9238,33.8536,0.7312,0.0211,0.9237,33.5163,0.7551,0.0190,0.9273,34.4052,0.7608,0.0235,0.9150,32.5746,0.6704,0.0092,0.9866,40.7281,0.9217,0.0225,0.8820,32.9500,0.6132
317,165.71,0.0234,0.9217,32.6034,0.7292,0.0203,0.9238,33.8551,0.7312,0.0211,0.9237,33.5159,0.7551,0.0190,0.9273,34.4060,0.7608,0.0235,0.9151,32.5860,0.6707,0.0080,0.9878,41.8884,0.9266,0.0226,0.8837,32.9352,0.6145
318,166.23,0.0236,0.9216,32.5572,0.7287,0.0203,0.9238,33.8575,0.7312,0.0211,0.9236,33.5149,0.7551,0.0190,0.9273,34.4071,0.7609,0.0234,0.9152,32.5983,0.6709,0.0072,0.9873,42.8442,0.9211,0.0223,0.8846,33.0236,0.6147
319,166.75,0.0237,0.9214,32.5109,0.7281,0.0203,0.9238,33.8610,0.7312,0.0211,0.9236,33.5130,0.7551,0.0190,0.9273,34.4085,0.7610,0.0234,0.9153,32.6104,0.6712,0.0099,0.9844,40.0920,0.9113,0.0226,0.8822,32.9263,0.6123
320,167.28,0.0238,0.9212,32.4645,0.7276,0.0203,0.9238,33.8654,0.7311,0.0211,0.9236,33.5103,0.7551,0.0190,0.9274,34.4102,0.7610,0.0234,0.9154,32.6229,0.6715,0.0059,0.9911,44.5744,0.9427,0.0227,0.8810,32.8848,0.6051
321,167.80,0.0239,0.9211,32.4180,0.7270,0.0203,0.9239,33.8706,0.7311,0.0211,0.9236,33.5068,0.7551,0.0190,0.9274,34.4122,0.7610,0.0233,0.9155,32.6351,0.6717,0.0076,0.9858,42.4311,0.9185,0.0227,0.8799,32.8857,0.6061
322,168.32,0.0241,0.9209,32.3714,0.7265,0.0202,0.9239,33.8763,0.7311,0.0211,0.9235,33.5025,0.7551,0.0190,0.9274,34.4144,0.7611,0.0233,0.9157,32.6474,0.6720,0.0080,0.9873,41.9873,0.9287,0.0227,0.8813,32.8917,0.6159
323,168.84,0.0242,0.9207,32.3246,0.7260,0.0202,0.9239,33.8820,0.7310,0.0211,0.9235,33.4975,0.7552,0.0190,0.9274,34.4167,0.7611,0.0233,0.9158,32.6588,0.6722,0.0062,0.9904,44.0938,0.9354,0.0224,0.8822,32.9865,0.6170
324,169.36,0.0243,0.9206,32.2778,0.7255,0.0202,0.9239,33.8873,0.7310,0.0212,0.9235,33.4919,0.7552,0.0190,0.9274,34.4192,0.7611,0.0233,0.9159,32.6692,0.6724,0.0071,0.9868,42.9363,0.9235,0.0224,0.8830,33.0113,0.6190
325,169.88,0.0245,0.9204,32.2309,0.7249,0.0202,0.9239,33.8919,0.7310,0.0212,0.9235,33.4856,0.7553,0.0190,0.9274,34.4217,0.7611,0.0232,0.9160,32.6786,0.6726,0.0072,0.9888,42.8646,0.9340,0.0226,0.8820,32.9268,0.6154
326,170.41,0.0246,0.9202,32.1839,0.7244,0.0202,0.9240,33.8955,0.7311,0.0212,0.9235,33.4785,0.7553,0.0190,0.9275,34.4240,0.7611,0.0232,0.9161,32.6864,0.6728,0.0075,0.9874,42.5047,0.9245,0.0225,0.8797,32.9373,0.6043
327,170.93,0.0247,0.9200,32.1369,0.7239,0.0202,0.9240,33.8979,0.7311,0.0212,0.9234,33.4707,0.7554,0.0190,0.9275,34.4263,0.7612,0.0232,0.9162,32.6931,0.6730,0.0067,0.9891,43.4385,0.9331,0.0224,0.8831,33.0010,0.6104
328,171.45,0.0249,0.9198,32.0898,0.7233,0.0202,0.9240,33.8988,0.7312,0.0212,0.9234,33.4619,0.7555,0.0190,0.9275,34.4283,0.7612,0.0232,0.9162,32.6973,0.6730,0.0078,0.9876,42.1276,0.9236,0.0226,0.8803,32.9173,0.6054
329,171.97,0.0250,0.9197,32.0427,0.7228,0.0202,0.9240,33.8985,0.7313,0.0213,0.9234,33.4522,0.7556,0.0190,0.9275,34.4302,0.7613,0.0232,0.9162,32.7001,0.6731,0.0079,0.9861,42.0594,0.9214,0.0225,0.8802,32.9627,0.6060
330,172.49,0.0251,0.9195,31.9955,0.7223,0.0202,0.9241,33.8969,0.7314,0.0213,0.9233,33.4419,0.7557,0.0190,0.9275,34.4319,0.7614,0.0232,0.9163,32.7013,0.6731,0.0074,0.9899,42.6270,0.9356,0.0224,0.8832,33.0021,0.6190
331,173.02,0.0253,0.9193,31.9483,0.7217,0.0202,0.9241,33.8946,0.7315,0.0213,0.9233,33.4315,0.7558,0.0190,0.9275,34.4336,0.7615,0.0232,0.9163,32.6998,0.6731,0.0090,0.9844,40.9476,0.9048,0.0224,0.8827,32.9974,0.6138
332,173.54,0.0254,0.9191,31.9010,0.7212,0.0202,0.9241,33.8921,0.7316,0.0213,0.9232,33.4219,0.7558,0.0190,0.9275,34.4354,0.7615,0.0232,0.9162,32.6969,0.6730,0.0074,0.9882,42.6082,0.9293,0.0223,0.8835,33.0430,0.6085
333,174.06,0.0255,0.9189,31.8537,0.7207,0.0202,0.9241,33.8901,0.7317,0.0213,0.9232,33.4142,0.7559,0.0190,0.9276,34.4375,0.7616,0.0232,0.9162,32.6915,0.6729,0.0091,0.9879,40.8558,0.9150,0.0224,0.8832,32.9961,0.6112
334,174.58,0.0257,0.9187,31.8064,0.7202,0.0202,0.9241,33.8894,0.7318,0.0214,0.9232,33.4097,0.7560,0.0190,0.9276,34.4400,0.7617,0.0232,0.9162,32.6852,0.6728,0.0093,0.9833,40.6210,0.8980,0.0226,0.8786,32.9213,0.6023
335,175.10,0.0258,0.9185,31.7591,0.7197,0.0202,0.9241,33.8906,0.7319,0.0214,0.9231,33.4098,0.7561,0.0190,0.9276,34.4430,0.7617,0.0232,0.9161,32.6769,0.6727,0.0073,0.9908,42.6872,0.9427,0.0224,0.8810,33.0115,0.6118
336,175.63,0.0260,0.9183,31.7118,0.7192,0.0202,0.9241,33.8941,0.7320,0.0213,0.9232,33.4155,0.7561,0.0190,0.9276,34.4465,0.7618,0.0233,0.9160,32.6670,0.6726,0.0110,0.9831,39.1975,0.8820,0.0221,0.8853,33.1236,0.6216
337,176.15,0.0261,0.9181,31.6645,0.7186,0.0202,0.9241,33.8997,0.7320,0.0213,0.9232,33.4271,0.7561,0.0189,0.9276,34.4502,0.7618,0.0233,0.9159,32.6562,0.6725,0.0088,0.9859,41.1290,0.9071,0.0224,0.8807,33.0006,0.6129
338,176.67,0.0263,0.9179,31.6172,0.7181,0.0202,0.9241,33.9064,0.7321,0.0213,0.9233,33.4442,0.7562,0.0189,0.9277,34.4536,0.7618,0.0233,0.9158,32.6452,0.6724,0.0092,0.9899,40.7388,0.9351,0.0226,0.8784,32.9204,0.6076
339,177.19,0.0264,0.9177,31.5699,0.7176,0.0202,0.9241,33.9123,0.7321,0.0212,0.9234,33.4653,0.7562,0.0189,0.9277,34.4558,0.7618,0.0234,0.9158,32.6339,0.6723,0.0106,0.9833,39.5288,0.8797,0.0229,0.8756,32.8076,0.6002
340,177.71,0.0265,0.9175,31.5227,0.7171,0.0202,0.9241,33.9143,0.7320,0.0212,0.9236,33.4876,0.7562,0.0189,0.9277,34.4557,0.7618,0.0234,0.9157,32.6229,0.6722,0.0085,0.9897,41.4543,0.9205,0.0245,0.8611,32.2226,0.5667
341,178.24,0.0267,0.9173,31.4754,0.7166,0.0202,0.9240,33.9082,0.7319,0.0211,0.9237,33.5065,0.7562,0.0189,0.9277,34.4515,0.7618,0.0234,0.9156,32.6129,0.6721,0.0122,0.9846,38.2407,0.9012,0.0258,0.8459,31.7606,0.5412
342,178.76,0.0268,0.9171,31.4282,0.7160,0.0202,0.9239,33.8879,0.7318,0.0211,0.9239,33.5162,0.7563,0.0190,0.9276,34.4406,0.7618,0.0234,0.9156,32.6043,0.6721,0.0089,0.9877,40.9712,0.9068,0.0274,0.8289,31.2509,0.5103
343,179.28,0.0270,0.9169,31.3810,0.7155,0.0203,0.9237,33.8436,0.7317,0.0211,0.9240,33.5087,0.7564,0.0190,0.9276,34.4193,0.7618,0.0234,0.9157,32.5972,0.6723,0.0105,0.9889,39.5359,0.9174,0.0288,0.8125,30.8177,0.4825
